analysis_frame,category,location,metric,baseline_year,comparison_year,baseline_value,comparison_value,percent_change,ci_low,ci_high,uncertainty_status,coverage_status,interpretation,limitation,source_file,source_key,borough_neighborhood,ci_unit,persistence_result,full_vs_jan_aug,map_priority,weather_adjusted_result,q_value_bh,reference_period,unit,raw_pearson_r
jan_aug_2024_2025_2026,traffic facility,Throgs Neck Bridge,matched 2024 vs 2026,2024.0,2026.0,122412.46964285713,122577.9449404762,0.13517846515298526,-1.2631622186169158,1.5846200463044025,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Throgs Neck Bridge|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,traffic facility,Verrazzano - Narrows Bridge,matched 2024 vs 2026,2024.0,2026.0,220294.94107142856,218769.26220238095,-0.6925619179574904,-2.2630169903935986,1.0390786196846198,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,01_bridge_standardized_changes.csv,Verrazzano - Narrows Bridge|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,BQE,matched 2024 vs 2025,2024.0,2025.0,8.680800298380221,7.883575268817204,-9.183773409829211,-4.203602409623269,4.271118813882793,uncertain; interval includes zero,8,Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,BQE|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,BQE,matched 2024 vs 2026,2024.0,2026.0,8.680800298380221,7.33376893939394,-15.517363753174108,-3.574313931482922,2.0694489823469064,uncertain; interval includes zero,8,Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,BQE|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Broadway/35th St,matched 2024 vs 2025,2024.0,2025.0,9.866031718574565,8.153629282830035,-17.356547035224168,-2.802920447385904,-0.6414751280580437,decrease; interval excludes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Broadway/35th St|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Broadway/35th St,matched 2024 vs 2026,2024.0,2026.0,9.866031718574565,9.447454474788627,-4.242609954292886,-2.0269923499181695,1.610273934730005,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Broadway/35th St|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Cross Bronx Expy,matched 2024 vs 2025,2024.0,2025.0,9.417435788160972,9.158918887287419,-2.745088012158736,-1.4287344720411914,0.7960813041333963,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Cross Bronx Expy|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Cross Bronx Expy,matched 2024 vs 2026,2024.0,2026.0,9.417435788160972,9.381810458416652,-0.37829118823519137,-1.4751356151892396,1.7464926701518204,uncertain; interval includes zero,"1,2,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Cross Bronx Expy|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,FDR,matched 2024 vs 2025,2024.0,2025.0,9.073004069485568,7.174937913741812,-20.91993061181747,-2.974222069129378,-0.6581019776496999,decrease; interval excludes zero,"3,4,5,6,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,FDR|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,FDR,matched 2024 vs 2026,2024.0,2026.0,9.33262211883654,7.467305188691495,-19.987061582405374,-2.9026251569321104,-0.987999796918345,decrease; interval excludes zero,"3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,FDR|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Hamilton Bridge,matched 2024 vs 2025,2024.0,2025.0,9.956704032258065,12.22714247311828,22.803112691753924,-0.4827515605273125,5.2882015170304255,uncertain; interval includes zero,"6,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Hamilton Bridge|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Hamilton Bridge,matched 2024 vs 2026,2024.0,2026.0,9.956704032258065,9.145705128205128,-8.145254709042627,-2.692090566596795,1.8321070300375555,uncertain; interval includes zero,"6,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Hamilton Bridge|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Manhattan Bridge,matched 2024 vs 2025,2024.0,2025.0,10.907135453383992,8.683952121225612,-20.382834169980224,-3.850498581629033,-0.9499374744428959,decrease; interval excludes zero,"1,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Manhattan Bridge|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Manhattan Bridge,matched 2024 vs 2026,2024.0,2026.0,10.907135453383992,9.054182381372891,-16.988448341275642,-3.717297544785196,0.291254225523187,uncertain; interval includes zero,"1,3,4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Manhattan Bridge|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Midtown West,matched 2024 vs 2025,2024.0,2025.0,13.670392156862746,12.225147849462365,-10.572076432166188,-5.870534523809522,4.344603393665156,uncertain; interval includes zero,8,Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Midtown West|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Mott Haven,matched 2024 vs 2025,2024.0,2025.0,8.406651273251448,8.54883046594982,1.691270258238986,-1.0289273911315342,1.4066029717533979,uncertain; interval includes zero,"4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Mott Haven|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Mott Haven,matched 2024 vs 2026,2024.0,2026.0,8.406651273251448,8.707861131670004,3.582994567372566,-1.776986742394589,3.7481193875095475,uncertain; interval includes zero,"4,5,6,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Mott Haven|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Queens College,matched 2024 vs 2025,2024.0,2025.0,6.879894769690381,6.025890719344202,-12.41303942770351,-1.7726455571581665,0.17991328745445415,uncertain; interval includes zero,"1,2,3,4,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Queens College|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Queens College,matched 2024 vs 2026,2024.0,2026.0,7.344367159498208,5.802160256410256,-20.998499524815696,-2.814311778193805,-0.4101149163258318,decrease; interval excludes zero,"4,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Queens College|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Queensboro Bridge,matched 2024 vs 2025,2024.0,2025.0,8.567413151444855,6.991949383143774,-18.38902525712077,-2.5590958731678244,-0.4417685487198468,decrease; interval excludes zero,"1,2,3,4,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Queensboro Bridge|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Queensboro Bridge,matched 2024 vs 2026,2024.0,2026.0,8.567413151444855,8.156193239652362,-4.7998141857223615,-1.9039450422954516,1.5304248953203083,uncertain; interval includes zero,"1,2,3,4,7,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Queensboro Bridge|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,SI Expwy,matched 2024 vs 2025,2024.0,2025.0,9.77439792663477,10.166922043010752,4.0158393317134555,-4.365207059523758,5.273946172409578,uncertain; interval includes zero,8,Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,SI Expwy|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,SI Expwy,matched 2024 vs 2026,2024.0,2026.0,9.77439792663477,8.653040322580646,-11.47239566539927,-3.9259601659597108,3.2590036453242073,uncertain; interval includes zero,8,Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,SI Expwy|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Van Wyck,matched 2024 vs 2025,2024.0,2025.0,8.303841588748636,6.824186235779959,-17.818925579861123,-2.766368175954368,-0.25475714956763584,decrease; interval excludes zero,"3,4,5,6,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Van Wyck|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Van Wyck,matched 2024 vs 2026,2024.0,2026.0,8.303841588748636,6.690982258064517,-19.423050324918012,-2.8618466111059218,-0.49476394791179756,decrease; interval excludes zero,"3,4,5,6,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Van Wyck|2026,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Williamsburg Bridge,matched 2024 vs 2025,2024.0,2025.0,9.840152134266516,7.689427882967119,-21.856615852613658,-3.430491004192268,-0.7859497115227991,decrease; interval excludes zero,"3,4,5,6,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Williamsburg Bridge|2025,,,,,secondary,,,,,
jan_aug_2024_2025_2026,air-quality monitor,Williamsburg Bridge,matched 2024 vs 2026,2024.0,2026.0,9.840152134266516,6.7158345343457295,-31.750704229875936,-4.268072574689953,-1.8976220402967023,decrease; interval excludes zero,"3,4,5,6,8",Secondary persistence evidence; compare equivalent eligible months,No causal interpretation; actual matched months and coverage qualify comparison,02_observed_matched_changes.csv,Williamsburg Bridge|2026,,,,,secondary,,,,,
full_year_2024_2025,traffic/air relationship,Broadway/35th St,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,-0.07966332312052886,,-0.5681117093756635,0.4087850631346057,BH q=0.7492263444513774,696 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36061NY09734,,,,,detail,,,,,0.10993254494174651
full_year_2024_2025,traffic/air relationship,Cross Bronx Expy,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,-0.41173887724967106,,-1.0347011997650633,0.21122344526572118,BH q=0.5358134985365828,618 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36005NY12387,,,,,detail,,,,,0.09913219049280018
full_year_2024_2025,traffic/air relationship,FDR,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,-0.5098757219846576,,-1.223096757783344,0.20334531381402882,BH q=0.5358134985365828,609 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36061NY08653,,,,,detail,,,,,0.09665770205808957
full_year_2024_2025,traffic/air relationship,Glendale,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,-0.6394071664855635,,-1.829349874057248,0.5505355410861209,BH q=0.5358134985365828,185 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36081NY08198,,,,,detail,,,,,-0.05015424343027891
full_year_2024_2025,traffic/air relationship,Hamilton Bridge,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,0.10823561794623161,,-0.5448488901382497,0.7613201260307131,BH q=0.7492263444513774,503 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36061NY12380,,,,,detail,,,,,0.1475801791641941
full_year_2024_2025,traffic/air relationship,Manhattan Bridge,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,-0.6267600914708706,,-1.485581741475793,0.23206155853405175,BH q=0.5358134985365828,656 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36061NY08454,,,,,detail,,,,,0.09032471178925777
full_year_2024_2025,traffic/air relationship,Mott Haven,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,-0.43754536543404243,,-1.2228869091413026,0.34779617827321774,BH q=0.5358134985365828,582 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36005NY11534,,,,,detail,,,,,0.10252228056748601
full_year_2024_2025,traffic/air relationship,Queens College,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,-0.0946782676319075,,-0.5651519398645725,0.37579540460075755,BH q=0.7492263444513774,552 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36081NY09285,,,,,detail,,,,,0.13729613824381895
full_year_2024_2025,traffic/air relationship,Queensboro Bridge,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,-0.11274326444790272,,-0.5813192058261638,0.35583267693035836,BH q=0.7492263444513774,627 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36061NY10130,,,,,detail,,,,,0.13146253358260565
full_year_2024_2025,traffic/air relationship,Van Wyck,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,-0.15753368843708854,,-0.7015050203711202,0.38643764349694315,BH q=0.7492263444513774,592 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36081NY07615,,,,,detail,,,,,0.1139709541315702
full_year_2024_2025,traffic/air relationship,Williamsburg Bridge,adjusted PM2.5 per 10% regional crossings,2024.0,2025.0,,-0.4243081152015729,,-0.9089276103405578,0.06031137993741205,BH q=0.5358134985365828,574 joined days,descriptive adjusted association; not monitor-adjacent traffic or a pricing effect,Regional proxy; spatial coincidence and correlation do not identify local traffic effects,full_year_2024_2025_monitor_traffic_associations.csv,36061NY08552,,,,,detail,,,,,0.12580151110315235
jan_aug_2024_2025_2026,ML/model result,KNN k=15,2026 held-out MAE ug/m3,2024.0,2026.0,,3.701382678241355,,,,retrospective evaluation,chronological Jan–Aug splits,Selected on validation=True; R²=-0.014915901404041643,Previously inspected holdout; same-day retrospective prediction; no causal policy effect,03_test_model_comparison.csv,KNN k=15,,,,,not spatial,,,,,
jan_aug_2024_2025_2026,ML/model result,Station mean,2026 held-out MAE ug/m3,2024.0,2026.0,,3.6118568372447655,,,,retrospective evaluation,chronological Jan–Aug splits,Selected on validation=False; R²=0.0116549197421979,Previously inspected holdout; same-day retrospective prediction; no causal policy effect,03_test_model_comparison.csv,Station mean,,,,,not spatial,,,,,
jan_aug_2024_2025_2026,ML/model result,Ridge alpha=10,2026 held-out MAE ug/m3,2024.0,2026.0,,3.4384673959890133,,,,retrospective evaluation,chronological Jan–Aug splits,Selected on validation=False; R²=0.06397554017693285,Previously inspected holdout; same-day retrospective prediction; no causal policy effect,03_test_model_comparison.csv,Ridge alpha=10,,,,,not spatial,,,,,
jan_aug_2024_2025_2026,ML/model result,Random forest,2026 held-out MAE ug/m3,2024.0,2026.0,,3.5673171059656683,,,,retrospective evaluation,chronological Jan–Aug splits,Selected on validation=False; R²=0.010362431263732375,Previously inspected holdout; same-day retrospective prediction; no causal policy effect,03_test_model_comparison.csv,Random forest,,,,,not spatial,,,,,
full_year_2024_2025,data limitation,DOT,availability,2024.0,2025.0,,,,,,not an effect estimate,No eligible repeated matched street comparisons; no citywide street estimate,No eligible repeated matched street comparisons; no citywide street estimate,No eligible repeated matched street comparisons; no citywide street estimate,,,,,,,context,,,,,
full_year_2024_2025,data limitation,CRZ,availability,2024.0,2025.0,,,,,,not an effect estimate,Starts in 2025; no pre-policy baseline,Starts in 2025; no pre-policy baseline,Starts in 2025; no pre-policy baseline,,,,,,,context,,,,,
full_year_2024_2025,data limitation,Weather,availability,2024.0,2025.0,,,,,,not an effect estimate,Regional proxies; Lower Manhattan source point lies west of Manhattan,Regional proxies; Lower Manhattan source point lies west of Manhattan,Regional proxies; Lower Manhattan source point lies west of Manhattan,,,,,,,context,,,,,
